tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	sample	site	location
DX1-1b_LP-DIR-AF-213	DX1-1b_LP-DIR-AF	DX1-1b	0.1	242.3	-78.4	0.018000000000000002	0.0	0.0	0.0	20.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	213.0	u	8.0	273.0			pmagpy-4.2.24-1	1.19e-06	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-214	DX1-1b_LP-DIR-AF	DX1-1b	0.1	248.4	-76.6	0.019	0.0	0.0	0.0	21.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	214.0	u	8.0	273.0			pmagpy-4.2.24-1	9.9e-07	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-215	DX1-1b_LP-DIR-AF	DX1-1b	0.1	250.5	-74.7	0.02	0.0	0.0	0.0	22.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	215.0	u	8.0	273.0			pmagpy-4.2.24-1	8.47e-07	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-216	DX1-1b_LP-DIR-AF	DX1-1b	0.1	254.2	-72.2	0.021	0.0	0.0	0.0	23.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	216.0	u	8.0	273.0			pmagpy-4.2.24-1	7.1e-07	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-217	DX1-1b_LP-DIR-AF	DX1-1b	0.1	256.3	-70.8	0.022000000000000002	0.0	0.0	0.0	24.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	217.0	u	8.0	273.0			pmagpy-4.2.24-1	6.29e-07	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-218	DX1-1b_LP-DIR-AF	DX1-1b	0.1	258.5	-67.8	0.023	0.0	0.0	0.0	25.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	218.0	u	8.0	273.0			pmagpy-4.2.24-1	5.32e-07	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-219	DX1-1b_LP-DIR-AF	DX1-1b	0.1	259.8	-65.2	0.024	0.0	0.0	0.0	26.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	219.0	u	8.0	273.0			pmagpy-4.2.24-1	4.65e-07	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-220	DX1-1b_LP-DIR-AF	DX1-1b	0.1	262.1	-63.5	0.025	0.0	0.0	0.0	27.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	220.0	u	8.0	273.0			pmagpy-4.2.24-1	4.12e-07	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-221	DX1-1b_LP-DIR-AF	DX1-1b	0.1	262.9	-56.7	0.0275	0.0	0.0	0.0	28.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	221.0	u	8.0	273.0			pmagpy-4.2.24-1	3.05e-07	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-222	DX1-1b_LP-DIR-AF	DX1-1b	0.1	262.1	-54.5	0.03	0.0	0.0	0.0	29.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	222.0	u	8.0	273.0			pmagpy-4.2.24-1	2.4e-07	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-223	DX1-1b_LP-DIR-AF	DX1-1b	0.1	258.1	-50.2	0.0325	0.0	0.0	0.0	30.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	223.0	u	8.0	273.0			pmagpy-4.2.24-1	1.81e-07	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-224	DX1-1b_LP-DIR-AF	DX1-1b	0.1	258.2	-44.0	0.035	0.0	0.0	0.0	31.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	224.0	u	8.0	273.0			pmagpy-4.2.24-1	1.43e-07	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-225	DX1-1b_LP-DIR-AF	DX1-1b	0.1	262.4	-51.8	0.0375	0.0	0.0	0.0	32.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	225.0	u	8.0	273.0			pmagpy-4.2.24-1	1.34e-07	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-226	DX1-1b_LP-DIR-AF	DX1-1b	0.1	261.8	-46.5	0.04	0.0	0.0	0.0	33.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	226.0	u	8.0	273.0			pmagpy-4.2.24-1	1.2e-07	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-227	DX1-1b_LP-DIR-AF	DX1-1b	0.1	257.3	-50.7	0.045	0.0	0.0	0.0	34.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	227.0	u	8.0	273.0			pmagpy-4.2.24-1	1.06e-07	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-228	DX1-1b_LP-DIR-AF	DX1-1b	0.1	252.6	-47.8	0.05	0.0	0.0	0.0	35.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	228.0	u	8.0	273.0			pmagpy-4.2.24-1	8.44e-08	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-229	DX1-1b_LP-DIR-AF	DX1-1b	0.1	243.7	-53.0	0.055	0.0	0.0	0.0	36.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	229.0	u	8.0	273.0			pmagpy-4.2.24-1	8.23e-08	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-230	DX1-1b_LP-DIR-AF	DX1-1b	0.1	279.1	-23.6	0.06	0.0	0.0	0.0	37.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	230.0	u	8.0	273.0			pmagpy-4.2.24-1	4.4e-08	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-231	DX1-1b_LP-DIR-AF	DX1-1b	0.1	231.0	-48.9	0.07	0.0	0.0	0.0	38.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	231.0	u	8.0	273.0			pmagpy-4.2.24-1	8.619999999999999e-08	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-232	DX1-1b_LP-DIR-AF	DX1-1b	0.1	215.5	-44.4	0.08	0.0	0.0	0.0	39.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	232.0	u	8.0	273.0			pmagpy-4.2.24-1	6.67e-08	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-233	DX1-1b_LP-DIR-AF	DX1-1b	0.1	221.8	-35.0	0.09	0.0	0.0	0.0	40.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	233.0	u	8.0	273.0			pmagpy-4.2.24-1	7.780000000000001e-08	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-234	DX1-1b_LP-DIR-AF	DX1-1b	0.1	346.0	-27.5	0.1	0.0	0.0	0.0	41.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	234.0	u	8.0	273.0			pmagpy-4.2.24-1	2.59e-08	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-235	DX1-1b_LP-DIR-AF	DX1-1b	0.1	220.5	-54.2	0.12	0.0	0.0	0.0	42.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	235.0	u	8.0	273.0			pmagpy-4.2.24-1	7.17e-08	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-236	DX1-1b_LP-DIR-AF	DX1-1b	0.1	194.1	-43.3	0.13	0.0	0.0	0.0	43.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	236.0	u	8.0	273.0			pmagpy-4.2.24-1	7.07e-08	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-237	DX1-1b_LP-DIR-AF	DX1-1b	0.1	6.8	16.3	0.14	0.0	0.0	0.0	44.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	237.0	u	8.0	273.0			pmagpy-4.2.24-1	2.46e-08	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-238	DX1-1b_LP-DIR-AF	DX1-1b	0.1	201.8	-60.2	0.15	0.0	0.0	0.0	45.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	238.0	u	8.0	273.0			pmagpy-4.2.24-1	7.320000000000001e-08	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-239	DX1-1b_LP-DIR-AF	DX1-1b	0.1	29.7	3.8	0.16	0.0	0.0	0.0	46.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	239.0	u	8.0	273.0			pmagpy-4.2.24-1	3.59e-08	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-1b_LP-DIR-AF-240	DX1-1b_LP-DIR-AF	DX1-1b	0.1	186.6	-61.7	0.17	0.0	0.0	0.0	47.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	240.0	u	8.0	273.0			pmagpy-4.2.24-1	7.44e-08	1e-08	1e-08	1e-08	DX1-1b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-241	DX1-4b_LP-DIR-AF	DX1-4b	0.1	265.3	44.5	0.0	0.0	0.0	0.0	0.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	g	241.0	u	8.0	273.0			pmagpy-4.2.24-1	2.91e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-242	DX1-4b_LP-DIR-AF	DX1-4b	0.1	265.3	44.5	0.0	0.0	0.0	0.0	1.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	g	242.0	u	8.0	273.0			pmagpy-4.2.24-1	2.91e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-243	DX1-4b_LP-DIR-AF	DX1-4b	0.1	265.4	44.5	0.0	0.0	0.0	0.0	2.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	g	243.0	u	8.0	273.0			pmagpy-4.2.24-1	2.91e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-244	DX1-4b_LP-DIR-AF	DX1-4b	0.1	265.4	44.5	0.0	0.0	0.0	0.0	3.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-NO:LP-DIR-AF	g	244.0	u	8.0	273.0			pmagpy-4.2.24-1	2.91e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-245	DX1-4b_LP-DIR-AF	DX1-4b	0.1	265.0	44.5	0.0025	0.0	0.0	0.0	4.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	245.0	u	8.0	273.0			pmagpy-4.2.24-1	2.9e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-246	DX1-4b_LP-DIR-AF	DX1-4b	0.1	264.7	44.5	0.003	0.0	0.0	0.0	5.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	246.0	u	8.0	273.0			pmagpy-4.2.24-1	2.9e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-247	DX1-4b_LP-DIR-AF	DX1-4b	0.1	264.5	44.5	0.004	0.0	0.0	0.0	6.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	247.0	u	8.0	273.0			pmagpy-4.2.24-1	2.89e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-248	DX1-4b_LP-DIR-AF	DX1-4b	0.1	263.9	44.3	0.005	0.0	0.0	0.0	7.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	248.0	u	8.0	273.0			pmagpy-4.2.24-1	2.86e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-249	DX1-4b_LP-DIR-AF	DX1-4b	0.1	263.6	44.0	0.006	0.0	0.0	0.0	8.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	249.0	u	8.0	273.0			pmagpy-4.2.24-1	2.8300000000000003e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-250	DX1-4b_LP-DIR-AF	DX1-4b	0.1	263.3	44.2	0.006999999999999999	0.0	0.0	0.0	9.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	250.0	u	8.0	273.0			pmagpy-4.2.24-1	2.79e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-251	DX1-4b_LP-DIR-AF	DX1-4b	0.1	263.0	44.3	0.008	0.0	0.0	0.0	10.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	251.0	u	8.0	273.0			pmagpy-4.2.24-1	2.7600000000000004e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-252	DX1-4b_LP-DIR-AF	DX1-4b	0.1	263.1	44.3	0.009000000000000001	0.0	0.0	0.0	11.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	252.0	u	8.0	273.0			pmagpy-4.2.24-1	2.73e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-253	DX1-4b_LP-DIR-AF	DX1-4b	0.1	262.8	44.2	0.01	0.0	0.0	0.0	12.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	253.0	u	8.0	273.0			pmagpy-4.2.24-1	2.67e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-254	DX1-4b_LP-DIR-AF	DX1-4b	0.1	262.7	44.2	0.011000000000000001	0.0	0.0	0.0	13.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	254.0	u	8.0	273.0			pmagpy-4.2.24-1	2.63e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-255	DX1-4b_LP-DIR-AF	DX1-4b	0.1	262.5	44.4	0.012	0.0	0.0	0.0	14.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	255.0	u	8.0	273.0			pmagpy-4.2.24-1	2.61e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-256	DX1-4b_LP-DIR-AF	DX1-4b	0.1	262.1	44.7	0.013000000000000001	0.0	0.0	0.0	15.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	256.0	u	8.0	273.0			pmagpy-4.2.24-1	2.56e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-257	DX1-4b_LP-DIR-AF	DX1-4b	0.1	262.2	44.7	0.013999999999999999	0.0	0.0	0.0	16.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	257.0	u	8.0	273.0			pmagpy-4.2.24-1	2.54e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-258	DX1-4b_LP-DIR-AF	DX1-4b	0.1	261.5	45.0	0.015	0.0	0.0	0.0	17.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	258.0	u	8.0	273.0			pmagpy-4.2.24-1	2.51e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-259	DX1-4b_LP-DIR-AF	DX1-4b	0.1	262.0	45.1	0.016	0.0	0.0	0.0	18.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	259.0	u	8.0	273.0			pmagpy-4.2.24-1	2.48e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-260	DX1-4b_LP-DIR-AF	DX1-4b	0.1	261.8	45.1	0.017	0.0	0.0	0.0	19.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	260.0	u	8.0	273.0			pmagpy-4.2.24-1	2.44e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-261	DX1-4b_LP-DIR-AF	DX1-4b	0.1	261.1	45.0	0.018000000000000002	0.0	0.0	0.0	20.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	261.0	u	8.0	273.0			pmagpy-4.2.24-1	2.42e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-262	DX1-4b_LP-DIR-AF	DX1-4b	0.1	261.6	45.5	0.019	0.0	0.0	0.0	21.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	262.0	u	8.0	273.0			pmagpy-4.2.24-1	2.4e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-263	DX1-4b_LP-DIR-AF	DX1-4b	0.1	261.2	44.8	0.02	0.0	0.0	0.0	22.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	263.0	u	8.0	273.0			pmagpy-4.2.24-1	2.38e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-264	DX1-4b_LP-DIR-AF	DX1-4b	0.1	260.8	45.5	0.021	0.0	0.0	0.0	23.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	264.0	u	8.0	273.0			pmagpy-4.2.24-1	2.36e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-265	DX1-4b_LP-DIR-AF	DX1-4b	0.1	260.8	45.7	0.022000000000000002	0.0	0.0	0.0	24.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	265.0	u	8.0	273.0			pmagpy-4.2.24-1	2.35e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-266	DX1-4b_LP-DIR-AF	DX1-4b	0.1	260.9	45.6	0.023	0.0	0.0	0.0	25.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	266.0	u	8.0	273.0			pmagpy-4.2.24-1	2.34e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-267	DX1-4b_LP-DIR-AF	DX1-4b	0.1	261.5	45.7	0.024	0.0	0.0	0.0	26.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	267.0	u	8.0	273.0			pmagpy-4.2.24-1	2.32e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-268	DX1-4b_LP-DIR-AF	DX1-4b	0.1	261.1	45.7	0.025	0.0	0.0	0.0	27.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	268.0	u	8.0	273.0			pmagpy-4.2.24-1	2.31e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-269	DX1-4b_LP-DIR-AF	DX1-4b	0.1	260.7	46.0	0.0275	0.0	0.0	0.0	28.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	269.0	u	8.0	273.0			pmagpy-4.2.24-1	2.28e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-270	DX1-4b_LP-DIR-AF	DX1-4b	0.1	260.4	46.1	0.03	0.0	0.0	0.0	29.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	270.0	u	8.0	273.0			pmagpy-4.2.24-1	2.24e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-271	DX1-4b_LP-DIR-AF	DX1-4b	0.1	260.4	46.4	0.0325	0.0	0.0	0.0	30.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	271.0	u	8.0	273.0			pmagpy-4.2.24-1	2.22e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-272	DX1-4b_LP-DIR-AF	DX1-4b	0.1	258.8	46.2	0.035	0.0	0.0	0.0	31.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	272.0	u	8.0	273.0			pmagpy-4.2.24-1	2.2e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-273	DX1-4b_LP-DIR-AF	DX1-4b	0.1	259.8	46.0	0.0375	0.0	0.0	0.0	32.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	273.0	u	8.0	273.0			pmagpy-4.2.24-1	2.17e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-274	DX1-4b_LP-DIR-AF	DX1-4b	0.1	260.2	46.3	0.04	0.0	0.0	0.0	33.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	274.0	u	8.0	273.0			pmagpy-4.2.24-1	2.16e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-275	DX1-4b_LP-DIR-AF	DX1-4b	0.1	259.8	46.1	0.045	0.0	0.0	0.0	34.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	275.0	u	8.0	273.0			pmagpy-4.2.24-1	2.1e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-276	DX1-4b_LP-DIR-AF	DX1-4b	0.1	258.9	47.8	0.05	0.0	0.0	0.0	35.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	276.0	u	8.0	273.0			pmagpy-4.2.24-1	2.04e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-277	DX1-4b_LP-DIR-AF	DX1-4b	0.1	259.5	47.2	0.055	0.0	0.0	0.0	36.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	277.0	u	8.0	273.0			pmagpy-4.2.24-1	1.99e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-278	DX1-4b_LP-DIR-AF	DX1-4b	0.1	258.6	47.3	0.06	0.0	0.0	0.0	37.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	278.0	u	8.0	273.0			pmagpy-4.2.24-1	1.96e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-279	DX1-4b_LP-DIR-AF	DX1-4b	0.1	258.2	46.9	0.07	0.0	0.0	0.0	38.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	279.0	u	8.0	273.0			pmagpy-4.2.24-1	1.82e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-280	DX1-4b_LP-DIR-AF	DX1-4b	0.1	258.2	47.7	0.08	0.0	0.0	0.0	39.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	280.0	u	8.0	273.0			pmagpy-4.2.24-1	1.75e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-281	DX1-4b_LP-DIR-AF	DX1-4b	0.1	257.5	48.4	0.09	0.0	0.0	0.0	40.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	281.0	u	8.0	273.0			pmagpy-4.2.24-1	1.64e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-282	DX1-4b_LP-DIR-AF	DX1-4b	0.1	257.4	49.5	0.1	0.0	0.0	0.0	41.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	282.0	u	8.0	273.0			pmagpy-4.2.24-1	1.57e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
DX1-4b_LP-DIR-AF-283	DX1-4b_LP-DIR-AF	DX1-4b	0.1	258.0	49.1	0.12	0.0	0.0	0.0	42.0	273.0	This study	IRM_2G 2022-06-10 12:00:00	LT-AF-Z:LP-DIR-AF	g	283.0	u	8.0	273.0			pmagpy-4.2.24-1	1.28e-07	1e-08	1e-08	1e-08	DX1-4b	DX1	Duluth Complex
